Application_ID,Age,Gender,City,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Risk_Grade,Decision
3023417,26,Male,Thane,Professional,226600,9.8,2,Vehicle,598000,60,1,364000.0,11630.0,95.0,263.9,91.61,0,1,16,3,0.5,10,93.67,523,E,Reject
3023418,36,Male,Bengaluru,Business Owner,304200,4.5,0,Home,523000,60,0,0.0,0.0,48.37,171.93,39.9,0,2,22,4,14.0,1,90.84,712,C,Approve
3023419,39,Male,Bhopal,Salaried,2015800,6.5,5,Home,5000000,48,0,0.0,0.0,80.3,248.04,54.18,0,2,19,4,15.6,3,91.81,674,D,Reject
3023420,43,Female,Nagpur,Salaried,267600,10.8,0,Personal,593000,60,4,636000.0,20230.0,95.0,221.6,61.32,0,1,10,3,16.9,6,100.0,675,D,Reject
3023421,43,Male,Gurugram,Salaried,665600,7.2,0,Personal,180000,84,1,488500.0,13090.0,29.28,27.04,64.3,0,2,28,2,15.1,5,91.47,661,D,Approve
3023422,36,Male,Jaipur,Salaried,2116300,4.5,3,Personal,2145000,36,1,393200.0,7950.0,46.93,101.36,41.35,0,1,16,2,3.9,3,98.22,655,D,Approve
3023423,32,Female,Pune,Salaried,511300,3.5,1,Personal,365000,60,1,656200.0,13860.0,53.47,71.39,69.15,0,0,0,1,3.6,3,98.7,602,E,Reject
3023424,45,Male,Chennai,Business Owner,1460000,5.3,0,Education,3487000,24,0,0.0,0.0,95.0,238.84,16.41,1,0,0,4,28.1,1,93.64,739,C,Reject
3023425,39,Female,Nashik,Salaried,592200,6.6,4,Home Renovation,181000,12,0,0.0,0.0,32.34,30.56,27.94,0,0,0,3,15.2,3,100.0,709,C,Approve
3023426,38,Male,Delhi,Salaried,364200,3.6,0,Personal,506000,60,2,271900.0,6840.0,63.66,138.93,19.5,0,0,0,0,6.1,7,98.65,694,D,Approve
3023427,30,Male,Hyderabad,Self-Employed,705700,7.5,2,Education,975000,24,0,0.0,0.0,80.2,138.16,7.6,0,1,11,2,7.2,2,92.57,705,C,Reject
3023428,54,Male,Indore,Business Owner,380900,4.8,1,Personal,600000,24,0,0.0,0.0,87.42,157.52,47.74,0,1,12,1,27.7,5,92.46,694,D,Reject
3023429,38,Male,Pune,Salaried,602100,9.1,3,Home,975000,84,1,62400.0,1800.0,35.69,161.93,46.29,0,0,0,4,16.7,2,100.0,693,D,Reject
3023430,35,Male,Bengaluru,Self-Employed,553900,3.9,2,Personal,1238000,72,0,0.0,0.0,51.63,223.51,43.36,0,3,29,1,11.3,2,92.83,697,D,Reject
3023431,38,Female,Noida,Salaried,1095300,8.8,3,Vehicle,674000,84,0,0.0,0.0,14.55,61.54,63.67,0,0,0,3,15.0,3,94.32,671,D,Approve
3023432,35,Male,Gurugram,Salaried,671700,6.8,4,Medical,1305000,24,0,0.0,0.0,95.0,194.28,12.93,0,0,0,8,20.6,1,100.0,730,C,Approve
3023433,25,Female,Chennai,Salaried,980200,11.0,0,Education,1577000,72,0,0.0,0.0,38.67,160.89,13.24,0,0,0,3,0.7,3,100.0,698,D,Approve
3023434,39,Male,Jaipur,Salaried,681100,8.5,2,Business,364000,24,1,423400.0,13260.0,55.08,53.44,42.66,0,2,15,1,20.8,2,96.12,710,C,Approve
3023435,24,Female,Nashik,Salaried,833300,8.0,1,Business,328000,72,0,0.0,0.0,9.64,39.36,18.4,0,0,0,3,0.5,5,100.0,656,D,Reject
3023436,37,Male,Delhi,Professional,609200,0.5,2,Personal,904000,48,2,575900.0,12690.0,72.61,148.39,37.79,0,0,0,3,16.1,3,100.0,700,C,Reject
3023437,22,Male,Hyderabad,Self-Employed,467800,0.5,2,Personal,923000,72,0,0.0,0.0,50.06,197.31,38.73,0,2,19,0,0.5,3,98.32,618,E,Reject
3023438,21,Male,Delhi,Salaried,787100,0.5,0,Business,707000,12,0,0.0,0.0,95.0,89.82,37.02,1,2,12,2,2.0,3,81.65,594,E,Reject
3023439,41,Male,Delhi,Self-Employed,641200,6.3,2,Home,1531000,84,1,392300.0,10550.0,76.04,238.77,23.63,0,2,29,3,15.0,4,96.43,698,D,Reject
3023440,27,Female,Hyderabad,Business Owner,644500,7.8,3,Home Renovation,1253000,36,1,72300.0,1640.0,86.86,194.41,12.15,0,1,9,1,0.5,4,96.86,680,D,Reject
3023441,40,Male,Pune,Salaried,891700,3.4,2,Education,355000,60,0,0.0,0.0,10.39,39.81,54.99,1,2,21,5,14.4,4,89.98,628,E,Reject
3023442,37,Male,Mumbai,Contract,434700,8.8,0,Education,386000,36,1,41800.0,1090.0,37.42,88.8,29.13,0,0,0,0,13.8,2,100.0,741,C,Reject
3023443,37,Other,Indore,Business Owner,368300,6.0,0,Personal,672000,36,1,246300.0,7940.0,95.0,182.46,10.28,0,0,0,2,7.2,3,98.33,736,C,Reject
3023444,31,Male,Aurangabad,Business Owner,307100,4.0,0,Home,774000,84,0,0.0,0.0,58.5,252.04,56.86,0,1,7,6,7.6,2,98.48,622,E,Reject
3023445,35,Male,Hyderabad,Salaried,484400,12.6,1,Personal,472000,60,1,179300.0,5680.0,38.42,97.44,44.65,0,0,0,2,6.5,6,100.0,670,D,Approve
3023446,30,Male,Bengaluru,Self-Employed,421200,4.4,1,Education,1101000,24,1,409200.0,10420.0,95.0,261.4,28.58,0,1,10,5,3.9,3,96.58,650,D,Reject
3023447,44,Male,Aurangabad,Self-Employed,542800,8.1,1,Home,250000,60,0,0.0,0.0,11.61,46.06,62.34,0,0,0,2,20.5,3,96.69,701,C,Approve
3023448,32,Male,Aurangabad,Self-Employed,310000,4.9,2,Medical,682000,36,0,0.0,0.0,85.16,220.0,18.24,0,0,0,2,15.2,3,100.0,724,C,Reject
3023449,34,Female,Chennai,Salaried,673100,9.0,2,Personal,1633000,48,1,165500.0,4460.0,82.11,242.61,33.87,0,0,0,2,11.9,3,98.45,682,D,Reject
3023450,42,Female,Aurangabad,Self-Employed,584800,0.5,0,Personal,1294000,48,1,718000.0,25010.0,95.0,221.27,9.27,1,3,51,2,23.8,2,88.01,714,C,Reject
3023451,31,Female,Indore,Salaried,967300,5.0,1,Business,949000,24,0,0.0,0.0,56.62,98.11,35.09,0,2,27,3,0.5,4,97.75,635,E,Approve
3023452,21,Male,Jaipur,Salaried,1595800,8.8,0,Home,3394000,60,2,199800.0,7620.0,59.93,212.68,30.11,0,2,14,5,0.5,5,97.9,671,D,Reject
3023453,27,Male,Thane,Salaried,1243700,3.5,0,Personal,549000,84,3,1027700.0,22400.0,30.77,44.14,20.28,0,0,0,4,5.4,6,100.0,662,D,Approve
3023454,45,Female,Delhi,Salaried,327900,0.5,1,Home,405000,36,0,0.0,0.0,47.26,123.51,48.74,0,0,0,1,22.6,1,100.0,724,C,Approve
3023455,37,Male,Bhopal,Salaried,272600,6.3,4,Medical,387000,84,2,181500.0,4180.0,48.07,141.97,42.2,0,1,16,2,6.8,6,93.66,623,E,Reject
3023456,38,Male,Bhopal,Professional,469700,1.2,4,Personal,704000,60,3,2097900.0,73000.0,95.0,149.88,21.15,0,2,24,1,8.9,6,93.03,689,D,Approve
3023457,39,Male,Thane,Salaried,609200,3.8,1,Vehicle,1402000,12,1,547500.0,20610.0,95.0,230.14,25.45,0,1,17,2,18.9,3,94.99,706,C,Reject
3023458,51,Female,Hyderabad,Business Owner,756700,0.5,3,Home Renovation,893000,36,0,0.0,0.0,50.88,118.01,58.36,0,0,0,2,24.8,4,98.68,699,D,Approve
3023459,21,Male,Gurugram,Self-Employed,628400,1.3,1,Medical,982000,24,3,630500.0,14260.0,95.0,156.27,28.82,0,0,0,1,0.5,7,97.98,635,E,Reject
3023460,35,Female,Noida,Salaried,547100,4.5,1,Business,912000,72,1,10900.0,500.0,42.38,166.7,13.5,0,0,0,2,5.8,6,100.0,715,C,Approve
3023461,36,Male,Hyderabad,Salaried,524000,5.0,4,Medical,239000,36,0,0.0,0.0,17.92,45.61,31.13,0,1,17,2,9.1,3,99.24,683,D,Reject
3023462,36,Other,Delhi,Salaried,792500,6.2,1,Vehicle,1238000,60,0,0.0,0.0,42.58,156.21,43.62,0,0,0,1,17.7,3,100.0,713,C,Approve
3023463,43,Male,Pune,Salaried,492800,7.1,0,Business,1180000,60,0,0.0,0.0,66.38,239.45,12.4,0,1,7,4,17.2,3,95.77,731,C,Approve
3023464,43,Female,Bhopal,Salaried,404100,5.0,1,Business,702000,48,0,0.0,0.0,60.0,173.72,47.43,0,1,10,4,11.3,5,95.39,651,D,Reject
3023465,34,Male,Ahmedabad,Business Owner,611500,5.7,1,Personal,735000,60,0,0.0,0.0,31.85,120.2,10.25,0,1,8,2,16.8,2,94.91,761,B,Approve
3023466,22,Female,Mumbai,Self-Employed,1080800,8.0,1,Vehicle,2904000,48,0,0.0,0.0,87.99,268.69,66.09,0,0,0,1,5.0,3,99.72,634,E,Reject
3023467,57,Male,Mumbai,Contract,708400,4.7,2,Business,1622000,48,0,0.0,0.0,71.43,228.97,72.12,0,1,15,4,28.1,2,94.89,652,D,Reject
3023468,36,Female,Aurangabad,Salaried,837900,4.7,0,Education,514000,84,0,0.0,0.0,13.68,61.34,34.7,0,0,0,0,10.2,4,100.0,677,D,Approve
3023469,37,Female,Bhopal,Salaried,591000,7.4,1,Home,367000,36,0,0.0,0.0,25.25,62.1,32.9,0,2,19,2,7.2,3,99.04,626,E,Approve
3023470,47,Female,Ahmedabad,Salaried,543500,3.2,2,Personal,978000,48,0,0.0,0.0,53.76,179.94,45.86,0,3,28,2,20.6,4,86.31,685,D,Reject
3023471,33,Male,Indore,Self-Employed,580000,4.1,3,Home,509000,60,4,539700.0,11170.0,49.54,87.76,23.52,0,0,0,2,4.7,6,94.65,691,D,Approve
3023472,47,Male,Ahmedabad,Salaried,1814700,4.8,0,Personal,3625000,36,1,23100.0,500.0,83.98,199.76,25.18,1,1,12,3,32.6,4,89.44,744,C,Reject
3023473,33,Other,Ahmedabad,Business Owner,913200,6.4,0,Home,2283000,24,2,1088100.0,33730.0,95.0,250.0,24.81,0,0,0,6,10.4,4,96.05,680,D,Reject
3023474,52,Female,Mumbai,Salaried,1926000,6.1,1,Consumer Durable,2625000,60,0,0.0,0.0,37.68,136.29,12.4,0,1,15,3,30.3,3,96.06,790,B,Approve
3023475,40,Male,Nashik,Salaried,1282100,6.3,0,Personal,2156000,72,0,0.0,0.0,41.38,168.16,13.02,0,1,9,4,12.7,3,96.46,739,C,Approve
3023476,30,Male,Chennai,Salaried,1376200,1.7,1,Vehicle,2449000,60,0,0.0,0.0,46.12,177.95,8.5,0,0,0,2,4.4,5,99.98,711,C,Approve
3023477,55,Male,Bengaluru,Salaried,1014400,11.4,1,Home,1206000,48,2,305600.0,13030.0,54.21,118.89,41.13,0,0,0,3,30.7,6,100.0,767,B,Approve
3023478,41,Male,Nagpur,Salaried,684500,1.1,0,Consumer Durable,1149000,72,0,0.0,0.0,44.72,167.86,40.22,0,0,0,2,16.1,2,96.56,676,D,Approve
3023479,31,Male,Bengaluru,Salaried,758800,6.8,1,Medical,1378000,12,0,0.0,0.0,95.0,181.6,23.02,0,2,24,3,4.1,1,94.02,674,D,Reject
3023480,24,Female,Jaipur,Salaried,933600,8.6,1,Consumer Durable,2089000,60,0,0.0,0.0,58.79,223.76,3.1,0,0,0,3,0.5,1,100.0,722,C,Reject
3023481,42,Male,Mumbai,Salaried,353900,8.0,1,Education,906000,36,0,0.0,0.0,95.0,256.0,25.9,0,1,10,3,10.8,3,96.37,685,D,Reject
3023482,48,Female,Ahmedabad,Salaried,522900,5.3,2,Education,742000,24,0,0.0,0.0,78.08,141.9,35.27,0,0,0,1,22.6,2,95.23,738,C,Reject
3023483,39,Female,Noida,Salaried,262800,4.0,1,Business,517000,48,2,134300.0,3260.0,75.53,196.73,30.98,0,1,13,1,15.1,5,99.52,687,D,Reject
3023484,39,Male,Chennai,Salaried,530300,4.9,1,Home,345000,84,2,100300.0,2840.0,20.36,65.06,71.76,0,3,36,3,15.2,8,91.16,624,E,Reject
3023485,49,Male,Aurangabad,Salaried,911400,7.4,2,Business,1867000,60,0,0.0,0.0,56.45,204.85,14.65,0,0,0,1,21.7,5,96.95,741,C,Approve
3023486,41,Male,Noida,Self-Employed,909000,7.4,1,Personal,2334000,72,1,960900.0,26420.0,95.0,256.77,57.31,1,3,31,2,14.1,2,89.62,622,E,Reject
3023487,30,Male,Delhi,Professional,452300,3.5,2,Education,998000,24,2,95000.0,2400.0,95.0,220.65,7.8,0,1,6,2,3.0,5,95.36,676,D,Reject
3023488,31,Female,Indore,Professional,395800,6.3,1,Vehicle,826000,24,2,545600.0,12520.0,95.0,208.69,48.1,0,0,0,6,10.9,7,100.0,663,D,Reject
3023489,41,Female,Delhi,Self-Employed,600600,6.1,0,Home,1035000,84,1,66000.0,2390.0,45.13,172.33,28.03,0,1,11,6,14.2,2,98.9,705,C,Reject
3023490,40,Male,Pune,Salaried,772100,2.2,2,Business,1153000,24,3,607200.0,16150.0,95.0,149.33,13.97,0,2,21,2,17.4,5,92.71,777,B,Approve
3023491,45,Female,Jaipur,Salaried,1279300,13.8,1,Personal,795000,72,1,111300.0,2170.0,16.92,62.14,22.75,0,0,0,1,22.7,3,100.0,771,B,Approve
3023492,39,Male,Noida,Salaried,869600,7.2,2,Medical,1640000,36,0,0.0,0.0,81.51,188.59,49.13,0,2,20,0,15.2,2,90.16,684,D,Reject
3023493,42,Male,Mumbai,Business Owner,411500,3.6,3,Personal,1076000,60,0,0.0,0.0,66.7,261.48,19.53,1,3,22,2,15.5,1,86.53,670,D,Reject
3023494,39,Other,Mumbai,Salaried,308100,13.1,1,Personal,446000,36,2,312900.0,11550.0,95.0,144.76,18.4,0,0,0,4,19.6,6,99.03,732,C,Approve
3023495,44,Male,Bengaluru,Professional,803400,1.1,0,Vehicle,541000,36,1,107400.0,2020.0,29.71,67.34,12.84,0,2,18,2,27.1,6,96.18,760,B,Approve
3023496,42,Male,Bhopal,Salaried,821400,5.7,4,Home Renovation,2196000,48,2,389300.0,9760.0,95.0,267.35,17.1,0,2,16,5,18.3,4,100.0,743,C,Reject
3023497,34,Male,Mumbai,Salaried,847200,6.6,3,Home,232000,60,0,0.0,0.0,7.58,27.38,12.69,0,0,0,1,15.1,8,100.0,735,C,Approve
3023498,34,Male,Thane,Professional,570200,6.7,0,Personal,233000,24,2,55500.0,1550.0,26.68,40.86,21.8,0,1,6,2,8.1,4,97.8,690,D,Reject
3023499,39,Male,Ahmedabad,Salaried,893900,5.2,3,Business,843000,60,1,162500.0,5870.0,33.13,94.31,7.52,0,1,11,2,12.4,3,94.65,745,C,Approve
3023500,37,Female,Aurangabad,Salaried,521100,6.0,2,Home,358000,36,1,844400.0,33270.0,95.0,68.7,27.15,0,2,28,1,7.5,6,94.52,681,D,Reject
3023501,47,Male,Thane,Salaried,485100,8.3,0,Personal,1084000,24,1,100800.0,2130.0,95.0,223.46,65.72,0,0,0,3,24.0,4,100.0,660,D,Reject
3023502,38,Male,Pune,Salaried,944700,1.7,1,Business,256000,60,0,0.0,0.0,7.58,27.1,20.98,0,1,10,1,5.9,3,95.91,711,C,Approve
3023503,24,Male,Ahmedabad,Salaried,871400,7.9,0,Home,2174000,60,0,0.0,0.0,63.51,249.48,14.14,0,0,0,4,0.5,4,99.65,679,D,Reject
3023504,26,Male,Pune,Salaried,430400,1.3,2,Education,923000,12,1,356000.0,13890.0,95.0,214.45,47.37,0,1,12,4,6.4,3,96.02,635,E,Reject
3023505,34,Female,Ahmedabad,Self-Employed,902200,8.5,3,Vehicle,1509000,12,3,884800.0,23270.0,95.0,167.26,37.26,0,0,0,5,18.4,9,100.0,721,C,Approve
3023506,42,Female,Bhopal,Self-Employed,314200,5.6,2,Vehicle,553000,24,4,684300.0,25630.0,95.0,176.0,57.06,0,4,53,1,13.4,6,89.44,674,D,Reject
3023507,30,Female,Nagpur,Salaried,617000,8.8,1,Consumer Durable,322000,12,1,149900.0,3150.0,63.25,52.19,23.67,0,1,13,2,9.7,3,98.59,703,C,Reject
3023508,42,Male,Ahmedabad,Contract,2019300,6.1,3,Vehicle,4559000,24,0,0.0,0.0,95.0,225.77,42.6,0,1,14,2,18.9,2,94.48,697,D,Reject
3023509,29,Male,Jaipur,Business Owner,310100,7.6,2,Vehicle,230000,12,1,1658000.0,41070.0,95.0,74.17,47.59,0,1,11,4,2.3,2,99.26,636,E,Reject
3023510,37,Female,Bhopal,Contract,324200,8.3,4,Home,560000,36,2,460900.0,12360.0,95.0,172.73,37.14,0,0,0,4,18.6,4,100.0,708,C,Reject
3023511,40,Female,Nashik,Salaried,309800,5.7,1,Personal,316000,72,3,701300.0,14320.0,80.5,102.0,50.95,1,4,37,1,15.1,5,76.41,642,E,Reject
3023512,26,Female,Bengaluru,Salaried,1145700,9.6,0,Personal,816000,36,0,0.0,0.0,27.93,71.22,37.54,0,0,0,2,4.2,3,100.0,663,D,Approve
3023513,39,Male,Bhopal,Salaried,1001200,3.4,2,Personal,947000,24,0,0.0,0.0,53.38,94.59,47.21,0,1,18,1,9.8,2,92.69,688,D,Approve
3023514,50,Male,Aurangabad,Self-Employed,368900,0.5,0,Education,821000,60,3,991900.0,24790.0,95.0,222.55,11.04,0,1,10,1,31.5,7,96.59,773,B,Approve
3023515,34,Male,Chennai,Salaried,473300,4.8,2,Medical,796000,48,3,887700.0,18940.0,95.0,168.18,31.13,0,0,0,2,12.1,6,100.0,691,D,Reject
3023516,37,Male,Gurugram,Contract,488700,6.3,2,Vehicle,1240000,36,0,0.0,0.0,95.0,253.73,49.0,0,2,17,2,13.9,5,95.03,635,E,Reject
3023517,38,Male,Chennai,Self-Employed,1860700,7.9,3,Business,1421000,24,4,639200.0,17980.0,53.67,76.37,6.27,0,1,17,4,9.8,7,97.45,726,C,Approve
3023518,37,Male,Noida,Salaried,924400,4.2,2,Business,949000,48,1,113800.0,3800.0,41.08,102.66,23.75,2,2,22,3,11.4,5,76.2,640,E,Reject
3023519,36,Male,Hyderabad,Self-Employed,350900,7.3,2,Vehicle,270000,60,0,0.0,0.0,21.3,76.94,5.26,0,2,27,2,10.3,4,96.69,717,C,Approve
3023520,36,Female,Bhopal,Salaried,570100,6.5,1,Personal,759000,24,0,0.0,0.0,78.26,133.13,5.53,0,0,0,0,11.0,1,99.3,740,C,Approve
3023521,23,Female,Nashik,Self-Employed,1136200,7.4,0,Personal,996000,84,4,523700.0,17770.0,38.46,87.66,24.75,1,1,14,2,1.5,7,90.74,630,E,Reject
3023522,40,Male,Nagpur,Salaried,897900,0.9,1,Personal,1227000,36,2,1559700.0,53550.0,95.0,136.65,32.34,0,1,11,3,16.5,3,95.03,700,C,Approve
3023523,27,Male,Bengaluru,Salaried,492000,7.1,2,Personal,940000,24,0,0.0,0.0,95.0,191.06,10.71,0,1,15,2,3.1,2,96.97,682,D,Reject
3023524,39,Male,Delhi,Business Owner,664300,2.0,0,Personal,1794000,36,1,92600.0,3330.0,95.0,270.06,43.72,0,0,0,3,8.6,4,99.3,637,E,Reject
3023525,42,Female,Gurugram,Salaried,668000,5.3,2,Home,731000,36,1,171300.0,6490.0,58.23,109.43,71.74,0,1,9,4,17.2,4,93.05,662,D,Reject
3023526,39,Male,Delhi,Salaried,780300,5.9,0,Business,1318000,48,4,1213000.0,40880.0,95.0,168.91,53.1,1,0,0,1,19.8,6,92.15,657,D,Approve
3023527,28,Female,Bengaluru,Business Owner,1414100,5.0,1,Consumer Durable,548000,72,3,1517800.0,50210.0,51.85,38.75,70.29,0,2,16,0,0.5,5,91.73,597,E,Reject
3023528,39,Male,Gurugram,Salaried,729100,6.7,3,Home Renovation,1932000,36,0,0.0,0.0,95.0,264.98,60.28,0,0,0,3,15.8,2,100.0,658,D,Reject
3023529,34,Female,Thane,Self-Employed,424800,2.8,2,Business,1092000,24,0,0.0,0.0,95.0,257.06,39.59,1,2,31,2,9.8,4,81.31,621,E,Reject
3023530,31,Male,Bhopal,Professional,670000,8.5,0,Home,1251000,48,2,270400.0,7520.0,73.12,186.72,59.86,0,0,0,3,0.9,6,100.0,623,E,Reject
3023531,54,Female,Gurugram,Salaried,663200,3.4,1,Personal,1452000,60,0,0.0,0.0,64.45,218.94,51.87,0,0,0,2,31.8,2,100.0,757,B,Reject
3023532,28,Female,Indore,Salaried,567900,8.5,0,Business,1452000,12,4,557900.0,13390.0,95.0,255.68,29.35,0,2,21,3,0.5,7,92.91,628,E,Reject
3023533,40,Male,Jaipur,Salaried,560200,8.2,2,Business,340000,24,0,0.0,0.0,34.63,60.69,18.54,0,2,16,2,15.0,3,95.21,722,C,Approve
3023534,49,Female,Gurugram,Salaried,945000,9.6,1,Medical,1225000,24,1,1162300.0,33760.0,95.0,129.63,43.38,0,0,0,2,24.6,4,97.2,707,C,Reject
3023535,39,Female,Hyderabad,Business Owner,812000,3.4,0,Consumer Durable,783000,72,0,0.0,0.0,22.08,96.43,52.87,0,1,5,1,17.5,4,99.51,693,D,Reject
3023536,31,Female,Bengaluru,Self-Employed,375500,7.5,1,Personal,303000,36,3,807700.0,25480.0,95.0,80.69,18.8,0,2,28,2,2.0,8,91.53,667,D,Approve
3023537,31,Male,Chennai,Salaried,641900,5.4,2,Personal,1086000,36,1,48700.0,1640.0,73.79,169.19,37.04,0,0,0,3,0.9,2,99.17,688,D,Approve
3023538,24,Male,Bengaluru,Business Owner,1082800,3.7,2,Medical,2643000,36,1,101800.0,3620.0,95.0,244.09,46.08,0,0,0,3,4.0,5,100.0,651,D,Reject
3023539,37,Female,Delhi,Self-Employed,1165000,7.2,0,Personal,421000,24,0,0.0,0.0,21.47,36.14,19.55,1,3,36,1,12.9,2,85.09,720,C,Approve
3023540,37,Female,Noida,Salaried,657300,1.2,2,Personal,701000,60,2,171200.0,3880.0,38.55,106.65,27.69,0,0,0,2,11.8,8,99.6,718,C,Approve
3023541,34,Female,Thane,Salaried,302500,2.6,0,Education,180000,36,4,1562200.0,52260.0,95.0,59.5,37.26,0,1,16,3,7.8,7,96.73,638,E,Reject
3023542,48,Male,Thane,Business Owner,676600,0.5,1,Medical,762000,48,0,0.0,0.0,35.72,112.62,33.75,0,1,9,0,18.5,2,100.0,718,C,Approve
3023543,36,Female,Delhi,Salaried,932600,11.2,3,Vehicle,2070000,24,1,123300.0,4460.0,95.0,221.96,13.74,0,2,31,1,12.7,4,97.98,696,D,Reject
3023544,23,Female,Gurugram,Salaried,606200,2.3,1,Home,1388000,36,1,230200.0,8610.0,95.0,228.97,21.1,0,1,16,1,5.2,3,96.73,676,D,Reject
3023545,49,Female,Mumbai,Professional,1018400,3.3,2,Personal,653000,72,0,0.0,0.0,16.28,64.12,65.66,0,1,13,1,32.7,5,97.94,753,B,Approve
3023546,26,Female,Indore,Professional,494400,8.2,1,Personal,757000,72,4,739400.0,24280.0,95.0,153.11,55.3,1,5,83,3,0.5,6,78.94,553,E,Reject
3023547,41,Male,Bhopal,Salaried,699800,3.9,3,Personal,1934000,60,2,1415200.0,41840.0,95.0,276.36,54.11,0,0,0,7,17.6,6,100.0,659,D,Reject
3023548,42,Female,Delhi,Contract,978000,1.1,3,Home,2448000,36,3,672800.0,23300.0,95.0,250.31,24.03,1,2,19,3,27.6,7,87.56,691,D,Reject
3023549,36,Female,Noida,Salaried,752700,3.0,2,Business,2041000,72,1,208600.0,8320.0,73.73,271.16,3.79,0,0,0,5,15.8,4,100.0,755,B,Reject
3023550,44,Male,Noida,Salaried,940500,10.7,0,Personal,1281000,24,1,74000.0,1940.0,82.13,136.2,20.19,3,8,91,4,19.6,5,63.06,564,E,Reject
3023551,37,Male,Jaipur,Business Owner,244400,5.1,2,Consumer Durable,622000,36,1,72400.0,2950.0,95.0,254.5,56.74,0,1,14,2,7.2,4,95.19,643,E,Reject
3023552,33,Female,Noida,Professional,328300,5.9,2,Medical,530000,48,1,776400.0,20350.0,95.0,161.44,49.83,0,1,6,3,11.0,3,99.84,640,E,Reject
3023553,21,Male,Ahmedabad,Salaried,905500,6.2,2,Personal,1257000,12,1,259200.0,8820.0,95.0,138.82,16.19,0,1,6,2,0.5,3,97.63,667,D,Reject
3023554,22,Male,Delhi,Salaried,723200,3.8,3,Home,1696000,36,1,247500.0,4810.0,95.0,234.51,31.81,0,0,0,6,0.5,3,98.77,639,E,Reject
3023555,60,Female,Thane,Self-Employed,280300,5.4,0,Business,404000,72,1,280000.0,7450.0,64.15,144.13,54.17,0,3,39,3,35.0,3,84.83,728,C,Approve
3023556,43,Female,Chennai,Business Owner,826700,7.3,5,Personal,1883000,36,3,516000.0,17570.0,95.0,227.77,27.42,0,0,0,2,13.1,6,99.09,711,C,Reject
3023557,47,Female,Nashik,Salaried,597700,0.5,1,Home,1567000,36,0,0.0,0.0,95.0,262.17,41.23,0,0,0,2,29.2,2,100.0,762,B,Approve
3023558,58,Male,Ahmedabad,Salaried,452600,4.7,1,Medical,692000,72,0,0.0,0.0,39.67,152.89,51.91,0,0,0,2,34.9,2,97.95,758,B,Approve
3023559,33,Male,Aurangabad,Professional,665800,1.7,0,Education,1029000,60,0,0.0,0.0,43.8,154.55,34.21,0,0,0,1,15.8,1,99.49,731,C,Approve
3023560,35,Male,Mumbai,Contract,649600,9.1,2,Business,481000,36,1,137600.0,4730.0,38.79,74.05,10.74,0,1,16,3,6.6,5,93.73,711,C,Reject
3023561,22,Male,Gurugram,Professional,388600,5.9,2,Business,516000,36,0,0.0,0.0,52.56,132.78,48.07,0,0,0,3,1.3,3,100.0,651,D,Reject
3023562,34,Female,Gurugram,Contract,396200,0.5,1,Home,658000,60,2,1553700.0,37890.0,95.0,166.08,29.1,0,1,10,2,13.7,4,97.33,686,D,Reject
3023563,34,Male,Gurugram,Salaried,733500,3.6,2,Home,457000,72,1,291400.0,11640.0,34.57,62.3,13.97,0,2,30,3,6.8,2,95.09,681,D,Approve
3023564,33,Male,Nashik,Salaried,272900,5.7,1,Home,142000,60,0,0.0,0.0,14.92,52.03,21.05,0,0,0,0,10.8,2,100.0,678,D,Approve
3023565,45,Female,Ahmedabad,Contract,853500,2.9,0,Personal,331000,36,1,210700.0,6860.0,24.47,38.78,24.47,2,4,46,0,21.3,4,74.66,675,D,Approve
3023566,42,Male,Ahmedabad,Professional,217900,6.0,0,Business,356000,72,3,820100.0,21540.0,95.0,163.38,16.03,1,2,17,2,12.6,4,89.48,649,E,Reject
3023567,44,Male,Delhi,Salaried,564600,13.4,4,Home,1015000,72,1,181100.0,6280.0,58.54,179.77,39.69,1,3,24,3,24.5,6,84.2,695,D,Reject
3023568,26,Male,Delhi,Salaried,591800,6.4,0,Home Renovation,466000,24,0,0.0,0.0,45.98,78.74,6.12,0,0,0,2,0.5,4,100.0,695,D,Reject
3023569,37,Male,Mumbai,Salaried,430300,2.2,2,Vehicle,881000,60,1,98400.0,3440.0,68.06,204.74,46.29,0,1,12,2,15.2,4,96.28,694,D,Reject
3023570,39,Male,Bengaluru,Business Owner,660000,2.1,3,Home,1746000,36,1,196200.0,5330.0,95.0,264.55,37.45,0,0,0,3,13.0,2,95.43,690,D,Reject
3023571,52,Other,Jaipur,Self-Employed,485900,7.8,1,Home,773000,24,0,0.0,0.0,88.85,159.09,46.69,0,0,0,4,33.3,1,100.0,735,C,Approve
3023572,37,Female,Bengaluru,Contract,416200,4.9,0,Medical,867000,60,0,0.0,0.0,59.3,208.31,29.7,0,1,15,6,5.2,4,98.27,678,D,Reject
