Age,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Employment_Type_Business Owner,Employment_Type_Contract,Employment_Type_Professional,Employment_Type_Salaried,Employment_Type_Self-Employed,Loan_Purpose_Business,Loan_Purpose_Consumer Durable,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Home Renovation,Loan_Purpose_Medical,Loan_Purpose_Personal,Loan_Purpose_Vehicle
24,1081900,8.3,1,2362000,36,0,0.0,0.0,83.72,218.32,38.84,0,0,0,4,4.6,5,95.69,634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,706500,0.5,3,537000,36,2,289600.0,7750.0,44.61,76.01,35.86,0,1,9,0,19.2,5,98.86,750,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,557400,4.7,1,576000,12,2,459900.0,10230.0,95.0,103.34,32.24,2,1,15,2,5.4,7,82.06,590,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,1331000,7.8,1,3590000,48,2,462100.0,9720.0,90.59,269.72,39.14,0,0,0,2,19.2,4,98.82,706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,716900,2.3,4,431000,48,0,0.0,0.0,19.28,60.12,31.03,0,1,11,1,10.8,2,98.82,700,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,825900,2.2,1,1330000,72,0,0.0,0.0,35.4,161.04,16.38,0,1,12,4,0.5,3,96.25,684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,391300,5.5,1,781000,24,0,0.0,0.0,95.0,199.59,14.72,1,2,24,6,9.7,5,89.21,683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,430000,0.5,1,237000,24,0,0.0,0.0,31.79,55.12,3.86,0,0,0,1,2.2,5,99.5,723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,573800,4.2,2,349000,36,3,769600.0,22230.0,72.72,60.82,63.65,0,0,0,5,4.5,5,100.0,608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,256300,10.7,1,230000,48,2,562400.0,16400.0,95.0,89.74,29.82,0,0,0,1,25.0,6,93.73,751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,766800,5.3,0,1591000,24,2,584200.0,17590.0,95.0,207.49,50.56,0,0,0,1,18.4,4,100.0,682,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,566900,1.3,0,822000,48,3,514100.0,16470.0,80.52,145.0,19.31,0,0,0,1,0.5,4,99.4,668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,579900,3.0,4,1579000,24,3,342200.0,12130.0,95.0,272.29,24.66,0,0,0,1,14.2,6,96.59,715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,786900,6.8,1,1331000,48,2,315100.0,10300.0,72.55,169.14,26.33,0,1,16,6,18.5,4,97.06,695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,557100,6.3,2,548000,72,1,30800.0,1100.0,29.07,98.37,43.31,0,1,15,2,20.8,6,94.8,729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,778500,5.7,0,1091000,72,1,208100.0,4150.0,41.51,140.14,57.9,1,1,14,5,9.8,3,91.62,595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,306500,11.3,0,310000,12,2,230700.0,7680.0,95.0,101.14,15.95,0,0,0,4,16.5,5,100.0,720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,727600,11.4,1,219000,12,0,0.0,0.0,32.1,30.1,23.21,0,0,0,2,4.8,1,100.0,675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,1147900,1.0,0,1076000,36,4,507700.0,13520.0,51.0,93.74,6.09,0,4,57,4,15.4,7,89.68,728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,673600,5.9,4,1653000,24,4,643800.0,19160.0,95.0,245.4,50.02,1,1,5,2,28.1,7,94.02,685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,491700,3.3,2,1351000,48,2,731000.0,20160.0,95.0,274.76,10.92,0,1,17,1,0.5,4,96.6,691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,816700,8.2,3,2157000,48,2,854200.0,17260.0,95.0,264.11,36.68,0,1,8,7,10.0,4,92.63,655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,898900,4.0,2,1207000,36,0,0.0,0.0,52.81,134.28,51.65,0,1,9,1,20.0,1,97.22,715,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,467000,6.5,2,168000,60,2,175800.0,4670.0,22.46,35.97,22.5,0,1,10,0,19.5,7,96.16,762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,384800,6.6,2,589000,60,0,0.0,0.0,41.79,153.07,15.04,0,0,0,1,10.0,2,100.0,714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,871100,4.2,1,1710000,12,0,0.0,0.0,95.0,196.3,27.23,0,0,0,4,15.6,2,99.88,693,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,726300,4.2,0,1319000,60,2,156600.0,4580.0,58.57,181.61,39.32,0,1,13,4,11.5,6,91.16,664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,1054400,7.0,2,2315000,12,0,0.0,0.0,95.0,219.56,23.09,0,0,0,6,4.9,3,99.86,689,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,392000,6.3,4,525000,36,2,1581900.0,49450.0,95.0,133.93,23.32,0,1,8,2,21.3,4,90.49,718,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,834600,7.9,3,1700000,84,2,881700.0,20250.0,77.72,203.69,55.3,0,1,13,5,0.5,6,98.72,623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,409600,2.8,1,166000,24,0,0.0,0.0,23.05,40.53,21.52,0,1,5,3,21.9,3,96.53,719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,1037300,5.3,2,2897000,24,0,0.0,0.0,95.0,279.28,13.36,0,0,0,1,12.5,4,100.0,753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,505100,10.4,1,604000,48,3,207900.0,5740.0,55.2,119.58,23.9,0,1,10,0,9.0,8,99.03,702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,357400,6.0,1,628000,60,1,169900.0,4450.0,58.95,175.71,25.98,0,0,0,1,5.4,4,100.0,667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,297500,5.5,2,88000,36,1,114600.0,3870.0,28.44,29.58,59.58,1,3,52,0,12.9,7,79.82,632,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,297400,0.5,2,261000,24,0,0.0,0.0,51.53,87.76,32.13,0,0,0,2,29.6,3,100.0,765,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,542700,11.5,4,281000,60,2,1816400.0,69530.0,95.0,51.78,26.32,1,2,20,0,9.7,6,82.27,638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,336300,8.8,2,778000,48,1,133900.0,3150.0,82.41,231.34,41.13,0,2,10,3,0.5,3,95.8,643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,918400,4.2,0,2451000,36,0,0.0,0.0,95.0,266.88,7.93,0,0,0,8,11.8,2,100.0,702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,546700,9.2,2,284000,12,0,0.0,0.0,56.01,51.95,39.87,0,0,0,2,22.5,2,98.81,745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,794000,6.7,1,261000,48,0,0.0,0.0,10.28,32.87,52.08,0,1,10,0,1.5,3,95.65,634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,734900,2.1,1,802000,48,2,685300.0,25130.0,77.01,109.13,37.88,1,2,30,0,19.8,3,87.15,675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,558100,7.3,4,622000,72,0,0.0,0.0,26.21,111.45,25.53,0,0,0,3,5.1,2,100.0,674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,506500,7.2,4,208000,24,0,0.0,0.0,22.91,41.07,46.67,1,2,18,1,11.0,3,85.16,672,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1834700,7.7,2,1546000,36,0,0.0,0.0,32.51,84.26,34.88,0,0,0,1,3.8,4,100.0,662,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1158300,4.6,0,2915000,48,2,807400.0,20530.0,95.0,251.66,34.92,0,0,0,2,12.2,8,100.0,694,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1188100,2.7,0,1763000,24,0,0.0,0.0,82.75,148.39,21.27,1,1,13,3,0.5,2,91.22,648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,550600,5.9,3,662000,12,0,0.0,0.0,95.0,120.23,33.88,0,0,0,2,11.2,3,98.33,699,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,286700,3.2,1,594000,60,1,226200.0,7070.0,90.64,207.19,10.84,0,2,32,3,16.0,6,87.8,714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,1499900,3.9,0,1195000,72,0,0.0,0.0,20.51,79.67,25.93,0,2,35,1,0.5,3,92.09,667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,637200,9.2,3,331000,12,4,4006400.0,126880.0,95.0,51.95,26.02,0,0,0,2,18.7,10,100.0,721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,532400,5.5,2,1438000,24,1,44300.0,1450.0,95.0,270.1,19.8,0,0,0,3,15.1,2,100.0,700,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,1669500,7.3,3,2524000,84,1,59300.0,1540.0,36.84,151.18,42.82,0,1,13,1,17.4,4,99.47,730,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,509800,8.7,3,227000,48,2,483200.0,14250.0,48.66,44.53,41.52,0,0,0,3,2.8,5,100.0,627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,439000,5.0,1,677000,84,0,0.0,0.0,31.9,154.21,16.32,0,0,0,2,0.9,3,100.0,688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,650800,7.2,0,702000,60,4,1022300.0,27830.0,79.13,107.87,21.76,0,0,0,1,15.3,6,97.44,767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,1592000,4.6,2,429000,48,0,0.0,0.0,8.55,26.95,35.38,0,0,0,2,2.6,5,99.38,681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,951000,6.5,2,1290000,48,0,0.0,0.0,46.57,135.65,58.4,0,0,0,1,27.7,2,100.0,755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,666200,12.4,4,301000,60,1,163900.0,3170.0,19.04,45.18,62.4,0,0,0,3,3.7,5,100.0,623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,330400,8.1,1,630000,60,0,0.0,0.0,51.97,190.68,24.08,0,0,0,0,16.6,3,100.0,692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,748300,7.9,1,2020000,48,0,0.0,0.0,87.7,269.95,18.39,0,0,0,3,0.5,2,100.0,682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,430300,5.7,1,1158000,48,1,78500.0,2670.0,93.23,269.11,60.66,0,1,12,3,0.5,3,97.21,594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,1039500,7.5,2,1480000,36,1,154700.0,5200.0,62.1,142.38,16.13,1,2,21,6,4.1,3,85.7,649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,950300,0.8,4,1607000,84,1,178600.0,5250.0,39.82,169.1,23.38,0,0,0,3,24.2,2,100.0,750,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,531500,7.7,3,1403000,48,1,195500.0,6670.0,95.0,263.97,25.43,0,0,0,1,12.8,6,100.0,696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1207900,7.8,2,2301000,12,1,80600.0,2270.0,95.0,190.5,37.2,0,1,12,3,0.5,5,93.24,671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,986000,6.9,0,2335000,48,0,0.0,0.0,78.68,236.82,19.14,0,0,0,3,5.9,2,100.0,703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,1008100,5.9,3,841000,60,1,18600.0,630.0,22.55,83.42,31.71,0,1,5,3,14.3,5,97.45,721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,992000,1.1,3,1786000,24,1,71600.0,1290.0,95.0,180.04,53.74,0,2,31,5,5.4,4,91.01,628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,899000,12.7,1,2199000,36,0,0.0,0.0,95.0,244.61,16.88,0,0,0,7,21.3,4,100.0,718,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,277200,3.6,1,465000,60,0,0.0,0.0,48.25,167.75,79.86,0,2,22,1,8.7,4,92.76,614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,1216500,3.9,1,1851000,24,0,0.0,0.0,83.97,152.16,11.45,0,0,0,1,15.9,3,99.78,756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,520400,9.8,3,855000,36,1,43800.0,1550.0,66.9,164.3,25.54,0,1,14,0,1.3,7,97.51,670,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,899400,11.1,1,1059000,36,2,1063900.0,25430.0,84.33,117.75,24.58,0,1,9,2,23.7,4,97.99,750,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,454500,6.4,2,1261000,12,0,0.0,0.0,95.0,277.45,17.52,1,3,25,2,25.4,2,83.96,715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,541600,6.3,3,861000,72,0,0.0,0.0,37.64,158.97,44.93,0,1,6,2,9.3,2,95.26,675,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,518500,4.8,3,713000,12,1,195700.0,4410.0,95.0,137.51,21.74,0,1,11,1,10.7,3,94.37,673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,473300,0.5,2,702000,60,0,0.0,0.0,37.32,148.32,73.09,0,0,0,1,24.4,2,100.0,708,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,620400,8.2,2,1108000,36,0,0.0,0.0,74.8,178.59,34.28,0,2,36,3,9.7,1,98.95,653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,609000,7.1,3,578000,36,2,398100.0,9620.0,57.0,94.91,47.28,0,0,0,1,12.9,5,99.29,681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,1059800,4.7,4,1437000,60,1,217200.0,4900.0,44.32,135.59,28.14,0,4,70,2,34.6,7,88.24,796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,703400,5.4,3,546000,48,2,261500.0,8510.0,40.87,77.62,27.59,0,2,25,1,21.8,4,97.09,707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,1002800,8.6,2,2406000,24,2,514500.0,17080.0,95.0,239.93,41.88,0,1,5,6,7.6,6,97.24,656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,1339600,1.0,4,3046000,60,3,926300.0,35410.0,92.8,227.38,41.34,1,3,30,2,15.5,6,85.21,670,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,1219300,4.5,1,801000,60,0,0.0,0.0,17.93,65.69,32.54,1,2,23,1,26.6,3,87.51,708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,350700,6.2,2,154000,84,0,0.0,0.0,8.79,43.91,6.9,0,1,12,0,24.2,2,97.39,786,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,673300,8.3,2,587000,72,0,0.0,0.0,22.4,87.18,10.12,0,2,24,3,7.8,2,91.61,683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,554700,0.5,2,622000,12,2,475500.0,16130.0,95.0,112.13,15.63,1,1,16,0,8.6,3,88.45,651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,747200,3.5,4,190000,72,0,0.0,0.0,6.57,25.43,36.15,1,2,24,0,0.5,2,93.14,624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,811000,7.9,2,360000,48,2,780300.0,23450.0,48.11,44.39,64.49,0,1,16,1,19.5,7,100.0,713,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,414500,7.2,1,909000,60,2,807800.0,31850.0,95.0,219.3,32.16,0,0,0,3,11.5,3,96.68,663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,395800,12.7,1,923000,60,0,0.0,0.0,59.52,233.2,32.65,0,1,11,3,21.7,5,100.0,713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,683100,6.0,0,223000,72,2,283000.0,9190.0,24.0,32.65,28.18,0,0,0,0,3.9,9,99.01,670,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1659500,9.6,3,3620000,24,1,100200.0,3490.0,95.0,218.14,15.42,0,0,0,2,2.0,4,97.56,663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,443300,1.1,1,150000,24,3,976600.0,32890.0,95.0,33.84,63.07,0,1,17,0,18.8,5,94.39,675,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1432400,6.5,5,1875000,36,1,66200.0,2240.0,53.56,130.9,10.77,0,1,10,1,20.0,7,96.09,758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,1035000,8.2,0,617000,36,0,0.0,0.0,25.81,59.61,62.89,0,1,17,1,0.5,3,96.39,620,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,519800,8.8,0,293000,60,1,229000.0,5400.0,29.37,56.37,14.48,0,0,0,0,10.6,8,98.68,729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,839600,7.9,1,1060000,36,0,0.0,0.0,52.77,126.25,28.82,0,0,0,3,11.3,1,99.36,705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,855600,4.8,1,443000,72,1,43500.0,1470.0,14.91,51.78,32.3,0,2,25,3,21.4,3,96.69,737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,637700,5.8,3,769000,12,1,215000.0,4960.0,95.0,120.59,38.12,0,0,0,1,24.8,3,100.0,736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,615600,4.1,3,1311000,48,1,242300.0,7480.0,87.73,212.96,14.98,0,1,9,3,0.5,3,98.34,692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,764900,3.8,4,982000,12,0,0.0,0.0,95.0,128.38,35.92,0,0,0,1,18.6,4,100.0,729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,434800,11.1,0,343000,48,1,11800.0,500.0,25.02,78.89,19.33,0,1,11,3,0.5,5,100.0,665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,604000,13.0,4,487000,36,2,1703300.0,69040.0,95.0,80.63,55.8,0,2,30,1,15.6,5,94.75,665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,411800,4.4,1,446000,72,0,0.0,0.0,27.83,108.31,60.12,0,0,0,1,3.5,3,95.86,638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,691700,1.8,2,429000,48,4,529800.0,17200.0,49.66,62.02,22.66,0,1,16,0,0.6,10,95.28,687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,787300,6.7,3,345000,36,0,0.0,0.0,17.87,43.82,19.63,0,1,15,3,18.4,3,98.77,746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,693100,0.6,0,1058000,84,0,0.0,0.0,31.23,152.65,17.17,0,0,0,3,7.0,3,98.7,704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,845500,9.4,2,1751000,36,0,0.0,0.0,86.88,207.1,17.52,0,0,0,2,0.5,2,100.0,667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,325400,5.8,1,386000,36,0,0.0,0.0,45.54,118.62,62.31,0,1,10,1,18.4,3,95.36,679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,591100,3.2,6,538000,72,1,1140900.0,40180.0,95.0,91.02,49.38,0,2,15,0,0.5,5,92.74,638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,1015200,1.9,3,2406000,48,0,0.0,0.0,75.83,237.0,5.57,0,0,0,5,0.5,2,99.44,677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,613000,3.8,1,1167000,36,1,399500.0,16760.0,95.0,190.38,27.57,0,0,0,2,20.5,2,100.0,722,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,766300,4.9,1,898000,24,2,486000.0,18050.0,94.96,117.19,13.83,0,0,0,0,7.9,4,100.0,668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,288500,9.4,2,546000,48,2,363300.0,7940.0,95.0,189.25,39.28,0,0,0,3,0.5,5,99.97,620,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,1056900,5.7,1,2740000,12,2,429500.0,14520.0,95.0,259.25,75.15,1,2,27,4,11.6,4,83.65,605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,630900,5.1,1,1318000,60,0,0.0,0.0,63.55,208.91,17.51,0,0,0,2,13.8,2,100.0,721,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1355900,5.9,1,1089000,24,1,297300.0,6850.0,51.98,80.32,20.74,1,2,36,2,14.3,2,82.95,669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,476400,7.6,1,371000,36,1,281200.0,7020.0,48.46,77.88,30.21,0,2,11,0,12.0,5,90.68,698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,449600,2.7,0,311000,36,1,444500.0,12550.0,62.12,69.17,23.93,0,1,6,0,8.4,4,94.75,658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
